_respondentid.6,_startdate.6,_enddate.6,_optin.6,_incgen.primary.6,_incgen.primary.emp.6,_incgen.primary.indw.6,_incgen.primary.bus.6,_incgen.primary.rent.6,_incgen.primary.sell.6,_incgen.primary.other.6,_unempreason.6,_unempreason.other.6,_incgen.secondary.6,_incgen.secondary.indw.6,_incgen.secondary.bus.6,_incgen.secondary.rent.6,_incgen.secondary.sell.6,_incgen.secondary.other.6,_service.secondary.care.6,_service.secondary.clean.6,_service.secondary.deliver.6,_service.secondary.maint.6,_service.secondary.personal.6,_service.secondary.it.6,_service.secondary.drive.6,_service.secondary.prof.6,_service.secondary.create.6,_service.secondary.other.6,_emp.direct.6,_emp.service.clean.6,_emp.service.security.6,_emp.service.it.6,_emp.service.warehouse.6,_emp.service.other.6,_emp.hours.6,_emp.underwork.6,_emp.underwork.reason.6,_emp.underwork.other.6,_emp.paytype.6,_emp.annsalary.6,_emp.hourly.6,_emp.earnings.6,_satisfaction.emp.6,_indw.source.online.6,_indw.source.sm.6,_indw.source.class.6,_indw.source.agency.6,_indw.source.network.6,_indw.source.other.6,_indw.service.care.6,_indw.service.clean.6,_indw.service.deliver.6,_indw.service.maint.6,_indw.service.personal.6,_indw.service.it.6,_indw.service.drive.6,_indw.service.prof.6,_indw.service.create.6,_indw.service.other.6,_indw.month.6,_indw.howoften.6,_indw.numgig.6,_indw.hours.6,_indw.underwork.6,_indw.underwork.reason.6,_indw.underwork.other.6,_indw.hourly.6,_indw.busexpense.6,_indw.inc.total.6,_indw.earnings.6,_indw.reason.income.6,_indw.reason.extra.6,_indw.reason.maintskill.6,_indw.reason.newskill.6,_indw.reason.resume.6,_indw.reason.empwork.6,_indw.reason.network.6,_indw.reason.flex.6,_indw.reason.ownproj.6,_indw.reason.location.6,_indw.reason.boss.6,_indw.reason.hobby.6,_indw.reason.other.6,_indw.type.6,_indw.searchtime.6,_indw.concern.findwork.6,_indw.concern.getwork.6,_indw.concern.income.6,_indw.concern.fairpay.6,_indw.concern.latepay.6,_indw.concern.retire.6,_indw.concern.savemoney.6,_indw.concern.benefit.6,_indw.concern.taxrate.6,_indw.concern.debt.6,_indw.concern.taxlegal.6,_indw.concern.career.6,_indw.concern.discrimin.6,_indw.concern.other.6,_indw.benefit.life.6,_indw.benefit.paidsick.6,_indw.benefit.paidfam.6,_indw.benefit.retire.6,_indw.benefit.disability.6,_indw.benefit.unemployment.6,_indw.benefit.workercomp.6,_indw.benefit.health.6,_indw.traininterest.6,_indw.train.clientacq.6,_indw.train.clientmgmt.6,_indw.train.custservice.6,_indw.train.compskill.6,_indw.train.brand.6,_indw.train.timemgmt.6,_indw.train.financiallit.6,_indw.train.taxlegal.6,_indw.train.benioption.6,_indw.train.busowner.6,_indw.train.techskill.6,_indw.train.other.6,_indw.incdescribe.6,_satisfaction.indw.6,_indw.howlong.6,_bus.hours.6,_bus.inc.beforetax.6,_bus.busexpense.6,_bus.inc.aftertax.6,_bus.earnings.6,_satisfaction.bus.6,_rent.service.house.6,_rent.service.car.6,_rent.service.other.6,_rent.source.online.6,_rent.source.social.6,_rent.source.classified.6,_rent.source.personal.6,_rent.source.other.6,_rent.connect.online.6,_rent.connect.social.6,_rent.connect.classified.6,_rent.connect.personal.6,_rent.connect.other.6,_rent.inc.beforetax.6,_rent.busexpense.6,_rent.inc.aftertax.6,_rent.earnings.6,_sell.good.resale.6,_sell.good.handicraft.6,_sell.good.used.6,_sell.good.other.6,_sell.connect.ecomm.6,_sell.connect.social.6,_sell.connect.classified.6,_sell.connect.personal.6,_sell.connect.other.6,_sell.inc.total.6,_sell.busexpense.6,_sell.inc.aftertax.6,_sell.earnings.6,_unempearner.6,_unempearner.month.6,_unempearner.reason.6,_unempearner.reason.other.6,_harass.6,_harass.type.sexual.6,_harass.type.racial.6,_harass.type.undisclose.6,_harass.type.other.6,_emplpreference.6,_emplpreference.other.6,_opinionofinc.6,_finwellbeing.1.expense.6,_finwellbeing.1.securing.6,_finwellbeing.1.notenough.6,_finwellbeing.1.moneymgmt.6,_finwellbeing.1.gettingby.6,_finwellbeing.1.wontlast.6,_finwellbeing.2.gift.6,_finwellbeing.2.leftover.6,_finwellbeing.2.behind.6,_finwellbeing.2.controlife.6,_demo.age.6,_demo.gender.6,_demo.highestedu.6,_demo.hisplatinspanish.6,_demo.race.americanindian.6,_demo.race.asian.6,,_demo.race.nativehawaiian.6,_demo.race.white.6,_demo.race.other.6,_demo.race.undisclose.6,_geo.6,_geo.other.6
100984,2019-01-28 15:29:33,2019-01-28 15:41:27,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,15-34 hours per week,Yes,I could only find part-time work,,Hourly Basis,,14.75,Based on calculations and records,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,No,,,,,"A gig worker, independent contractor, or freelancer providing services",,I am getting by on my current income,Somewhat,Very well,Somewhat,Somewhat,Not at all,Not at all,Never,Sometimes,Sometimes,Never,26,Male,Some college but no degree,Yes,,,Black or African American,,,,,New York City,
100621,2019-03-13 14:05:41,2019-03-13 15:05:50,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,35-50 hours per week,,,,Hourly Basis,,15,Best guess,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,No,,,,,A paid employee of a company or organization,,I am living comfortably on my current income,Somewhat,Very well,Very little,Very well,Very little,Very little,Rarely,Always,Never,Never,21,Male,High School,No,,,Black or African American,,,,,New York City,
100348,2019-05-15 14:20:01,2019-05-15 14:54:31,Yes,Yes,,"A gig worker, independent contractor, consultant, or freelancer that got paid by providing services and completing gigs, contracts, or projects",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Online work platforms - websites or apps such as Uber, Postmates, UpWork and Field Nation, etc.",,,,,,,,,,,,"Driving Services - Uber, Lyft, etc.",,,,6 months,More than four times a month,641,15-34 hours per week,No,,,20,Yes,"20,000",Best guess,I wanted gig work to be my main source of income,,,,,,,I wanted more flexibility in my schedule,,,,,,One-off projects with various clients,Less than 24 hours,,1st Concern,,,,2nd Concern,,3rd Concern,,,,,,,,,,2,,,,1,Yes,,,,Computer / Internet Skills,Personal Branding,,Financial Literacy / Management / Planning,Taxes and Other Legal Obligations,,Becoming A Business Owner,,,It is essential for meeting my basic needs,8,I don’t know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,No,,,,,A small business owner selling products,,I am getting by on my current income,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Very little,Rarely,Often,Rarely,Often,29,Male,Bachelor’s Degree (4-year degree),No,,,Black or African American,,,,,New York City,
100870,2019-03-28 6:41:07,2019-03-28 7:13:45,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,35-50 hours per week,,,,Hourly Basis,,17.25,Based on calculations and records,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,2,Other (please specify),"health and medical, looking but couldn't find any, and needed time for training",No,,,,,Other (please specify),small business owner or independent contractor,I am getting by on my current income,Very little,Very well,Very well,Somewhat,Very well,Very well,Often,Sometimes,Rarely,Often,37,Male,Bachelor’s Degree (4-year degree),No,American Indian or Alaska Native,,Black or African American,,White,,,Other (please specify),Columbus OH
101447,2019-04-23 13:41:13,2019-04-23 14:19:51,Yes,Yes,,"A gig worker, independent contractor, consultant, or freelancer that got paid by providing services and completing gigs, contracts, or projects",,,,Volunteering as a union worker organizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Through your personal networks / word-of-mouth referrals,,"Care Services - child care, elderly care, adult care, or pet care, etc.",,,,,,,,"Creative Work - writing, editing, music composition, voice-overs, design, performance, etc.",,6 months,Once or twice a month,6,1-14 hours per week,Yes,Other (please specify),"Would love to do more steel drums music gigs, but needs to build out her equipment more often to be less reliant on other band members. She would want to be a one woman band. Might need a manager who can connect her to opportunities.",100,Yes,400,Best guess,I wanted gig work to be my main source of income,I wanted to earn extra money,I wanted to maintain my existing job skills,I wanted to develop new job skills,I wanted to use this experience to build my resume,I wanted to use this experience to get work as an employee,I wanted to network / meet people,I wanted more flexibility in my schedule,I wanted to choose my own projects,I wanted to choose where I worked,I wanted to be my own boss,Just for fun as a hobby or to make good use of extra time,,One-off projects with various clients,I don’t know,,3rd Concern,,,1st Concern,,,,,,2nd Concern,,,Gig union to stand for the rights,2,3,4,5,6,7,8,1,Yes,Client Acquisition,Client Management,Customer Service,Computer / Internet Skills,Personal Branding,Time Management,Financial Literacy / Management / Planning,Taxes and Other Legal Obligations,Understanding and Researching Benefits Options,Becoming A Business Owner,Technical Skills,,"It is an important component of my budget, but not essential",10,3 or more years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,No,,,,,Other (please specify),She would really like to have her own band!,I am living comfortably on my current income,Somewhat,Somewhat,Not at all,Completely,Very well,Not at all,Never,Often,Rarely,Rarely,57,Female,Some college but no degree,No,,,Black or African American,,,,,New York City,
100804,2018-12-06 16:49:54,2018-12-06 17:20:04,Yes,Yes,,"A gig worker, independent contractor, consultant, or freelancer that got paid by providing services and completing gigs, contracts, or projects",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Through a staffing or temporary placement (temp) agency,Through your personal networks / word-of-mouth referrals,,,,,,,,,,,Private tutoring,5 months,More than four times a month,36,1-14 hours per week,No,,,19,Yes,650,Best guess,,I wanted to earn extra money,,,,,,I wanted more flexibility in my schedule,,,,,,Ongoing or repeat work with a consistent set of clients,1-2 weeks,,,,3rd Concern,,,,1st Concern,,,2nd Concern,,,,3,4,6,5,2,8,7,1,Yes,Client Acquisition,,,,Personal Branding,,Financial Literacy / Management / Planning,Taxes and Other Legal Obligations,,Becoming A Business Owner,,,It is essential for meeting my basic needs,9,3 or more years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,I needed time to attend school,,No,,,,,A small business owner selling products,,I am getting by on my current income,Not at all,Completely,Not at all,Somewhat,Somewhat,Completely,Always,Often,Sometimes,Never,26,Male,Bachelor’s Degree (4-year degree),No,,,Black or African American,,,,,New York City,
101448,2019-04-26 8:25:16,2019-04-26 8:41:14,Yes,No,,,,,,,I was looking for paid work but couldn’t find any,,No work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A gig worker, independent contractor, or freelancer providing services",,I am getting by on my current income,Not at all,Not at all,Very little,Very little,Completely,Completely,Always,Never,Often,Sometimes,68,Female,Associate Degree (2-year degree),No,,,Black or African American,,,,,New York City,
100940,2019-01-29 14:23:49,2019-01-29 14:51:27,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,1-14 hours per week,No,,,Hourly Basis,,11,Best guess,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,4,I was looking for paid work but couldn’t find any,,No,,,,,"A gig worker, independent contractor, or freelancer providing services",,I am getting by on my current income,Somewhat,Very little,Very well,Very little,Completely,Somewhat,Sometimes,Rarely,Often,Rarely,26,Male,Associate Degree (2-year degree),No,,,Black or African American,,,,,New York City,
100956,2019-01-29 15:02:35,2019-01-29 16:56:48,Yes,Yes,An employee that got paid by an employer,"A gig worker, independent contractor, consultant, or freelancer that got paid by providing services and completing gigs, contracts, or projects",,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,15-34 hours per week,Yes,I could only find part-time work,,Hourly Basis,,15,Based on calculations and records,6,,,,Through a staffing or temporary placement (temp) agency,,,,,,,,"IT Services - setting up printers, networks, programming, data entry, etc.",,,,,6 months,More than four times a month,25,Varied a lot by week,,,,17,Yes,4000,Best guess,I wanted gig work to be my main source of income,,,I wanted to develop new job skills,I wanted to use this experience to build my resume,I wanted to use this experience to get work as an employee,,,,,,,,One-off projects with various clients,1-2 weeks,3rd Concern,,2nd Concern,,,,,1st Concern,,,,,,,,3,,,,,2,1,No,,,,,,,,,,,,,It is essential for meeting my basic needs,5,Less than 6 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,No,,,,,A small business owner selling products,,I am getting by on my current income,Not at all,Completely,Completely,Completely,Completely,Not at all,Often,Always,Often,Never,24,Female,Bachelor’s Degree (4-year degree),No,,,Black or African American,,,,,New York City,
100624,2019-03-13 13:09:58,2019-03-13 13:40:22,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,35-50 hours per week,,,,Hourly Basis,,8.5,Based on calculations and records,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,No,,,,,Other (please specify),Not really picky as long as I have a paying job,I am living comfortably on my current income,Completely,Very well,Very little,Very well,Very little,Very little,Rarely,Always,Never,Never,22,Female,Some college but no degree,No,,,Black or African American,,,,,Other (please specify),Georgia
100612,2019-03-13 16:13:56,2019-03-13 16:30:09,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,15-34 hours per week,No,,,Hourly Basis,,15,Based on calculations and records,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,No,,,,,A paid employee of a company or organization,,I am getting by on my current income,Very well,Somewhat,Somewhat,Somewhat,Very little,Somewhat,Rarely,Sometimes,Never,Sometimes,20,Female,High School,No,,,Black or African American,,,,,New York City,
100813,2019-03-14 14:10:22,2019-03-14 14:55:13,Yes,Yes,,"A gig worker, independent contractor, consultant, or freelancer that got paid by providing services and completing gigs, contracts, or projects",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Online work platforms - websites or apps such as Uber, Postmates, UpWork and Field Nation, etc.",,,,Through your personal networks / word-of-mouth referrals,,,,,,,"IT Services - setting up printers, networks, programming, data entry, etc.",,,,Moving computers in business offices,6 months,More than four times a month,35,15-34 hours per week,Yes,Other (please specify),"Church, volunteering on food pantries, taking care of elderly mother",17,No,"15,000",Best guess,I wanted gig work to be my main source of income,I wanted to earn extra money,I wanted to maintain my existing job skills,I wanted to develop new job skills,I wanted to use this experience to build my resume,I wanted to use this experience to get work as an employee,I wanted to network / meet people,I wanted more flexibility in my schedule,I wanted to choose my own projects,I wanted to choose where I worked,I wanted to be my own boss,,"""because it's fun!""",Ongoing or repeat work with a consistent set of clients,Less than 24 hours,,,,,,1st Concern,,2nd Concern,,,3rd Concern,,,,,1,2,3,,,,,Yes,Client Acquisition,Client Management,,Computer / Internet Skills,Personal Branding,,Financial Literacy / Management / Planning,Taxes and Other Legal Obligations,Understanding and Researching Benefits Options,,,,It is essential for meeting my basic needs,10,I don’t know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,No,,,,,Other (please specify),"wants to be a business owner, but feels he needs to do more learning before that can be a reality. Hybrid of paid employee and a gig worker in the meantime is his preference.",I am getting by on my current income,Very well,Completely,Not at all,Very well,Very little,Somewhat,Never,Often,Rarely,Never,58,Male,High School,No,,,Black or African American,,,,,New York City,
100812,2019-03-20 8:20:40,2019-03-20 8:54:48,Yes,Yes,An employee that got paid by an employer,"A gig worker, independent contractor, consultant, or freelancer that got paid by providing services and completing gigs, contracts, or projects",,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,15-34 hours per week,Yes,Other (please specify),Work for a nonprofit that can't afford to pay full time benefits,Hourly Basis,,17,Based on calculations and records,7,"Online work platforms - websites or apps such as Uber, Postmates, UpWork and Field Nation, etc.",,,,Through your personal networks / word-of-mouth referrals,,,,,,"Personal Services - fitness, beauty, personal training, etc.","IT Services - setting up printers, networks, programming, data entry, etc.",,,,,6 months,Less than once a month,4,1-14 hours per week,Yes,I could only find part-time work,,30,Yes,150,Best guess,,I wanted to earn extra money,,,,,,,,,,,,One-off projects with various clients,I don’t know,1st Concern,2nd Concern,3rd Concern,,,,,,,,,,,,8,2,3,4,5,6,7,1,Yes,Client Acquisition,Client Management,,Computer / Internet Skills,Personal Branding,Time Management,Financial Literacy / Management / Planning,Taxes and Other Legal Obligations,Understanding and Researching Benefits Options,Becoming A Business Owner,Technical Skills,,It is essential for meeting my basic needs,2,I don’t know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,No,,,,,A paid employee of a company or organization,,I am finding it very difficult to live on my current income,Not at all,Very little,Somewhat,Somewhat,Completely,Completely,Always,Never,Always,Sometimes,30,I prefer not to disclose,High School,I prefer not to disclose,American Indian or Alaska Native,Asian,Black or African American,Native Hawaiian or Pacific Islander,White,,,New York City,
101451,2019-04-27 14:41:14,2019-04-27 14:57:15,Yes,Yes,,,,,Selling new or used goods or handicrafts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New handicrafts/artwork that you made specifically for sale,,,,,,Through your personal networks / word-of-mouth referrals,,2000,No,2000,Best guess,Yes,2,I had health or medical limitations,,No,,,,,"A gig worker, independent contractor, or freelancer providing services",,I am finding it very difficult to live on my current income,Not at all,Very little,Not at all,Very little,Very little,Very little,Rarely,Never,Always,Always,49,Female,Some high school - did not complete,No,,,Black or African American,,,,,New York City,
